0 1
0.00390625 0.441297
0.0078125 0.465485
0.0117188 0.573669 0.573669
0.015625 0.5345
0.0195312 0.549925
0.0234375 0.554163
0.0273438 0.583019 0.583019
0.03125 0.602823
0.0351562 0.610267
0.0390625 0.599185
0.0429688 0.582868 0.582868
0.046875 0.547606
0.0507812 0.601216
0.0546875 0.595554
0.0585938 0.593494 0.593494
0.0625 0.601743
0.0664062 0.687201
0.0703125 0.760805
0.0742188 0.799489 0.799489
0.078125 0.767954
0.0820312 0.725244
0.0859375 0.754161
0.0898438 0.747948 0.747948
0.09375 0.759524
0.0976562 0.757899
0.101562 0.869816
0.105469 0.824251 0.824251
0.109375 0.785662
0.113281 0.730466
0.117188 0.726246
0.121094 0.711692 0.711692
0.125 0.768587
0.128906 0.892686
0.132812 0.885979
0.136719 0.789231 0.789231
0.140625 0.824505
0.144531 0.873167
0.148438 0.783073
0.152344 0.857284 0.857284
0.15625 0.897117
0.160156 0.946872
0.164062 1.04714
0.167969 0.988541 0.988541
0.171875 0.971648
0.175781 1.05062
0.179688 1.0237
0.183594 1.06498 1.06498
0.1875 1.20554
0.191406 1.33249
0.195312 1.45087
0.199219 1.43242 1.43242
0.203125 1.47489
0.207031 1.44037
0.210938 1.49018
0.214844 1.44069 1.44069
0.21875 1.43475
0.222656 1.4899
0.226562 1.56474
0.230469 1.6361 1.6361
0.234375 1.65315
0.238281 1.55861
0.242188 1.53101
0.246094 1.45945 1.45945
0.25 1.49747
0.253906 1.68903
0.257812 1.69267
0.261719 1.62778 1.62778
0.265625 1.58746
0.269531 1.59913
0.273438 1.50963
0.277344 1.60862 1.60862
0.28125 1.62794
0.285156 1.56307
0.289062 1.40568
0.292969 1.41359 1.41359
0.296875 1.33086
0.300781 1.43647
0.304688 1.62268
0.308594 1.87281 1.87281
0.3125 1.85924
0.316406 1.88357
0.320312 1.88192
0.324219 1.92372 1.92372
0.328125 2.06548
0.332031 2.34588
0.335938 2.16667
0.339844 2.19501 2.19501
0.34375 2.38036
0.347656 2.24754
0.351562 2.23402
0.355469 2.05854 2.05854
0.359375 2.27209
0.363281 2.3733
0.367188 2.51822
0.371094 2.48773 2.48773
0.375 2.46935
0.378906 2.82096
0.382812 2.67022
0.386719 2.79751 2.79751
0.390625 3.14964
0.394531 3.25348
0.398438 3.80674
0.402344 3.7281 3.7281
0.40625 3.58486
0.410156 3.40785
0.414062 3.57008
0.417969 3.38188 3.38188
0.421875 3.87989
0.425781 3.55673
0.429688 3.51735
0.433594 3.76117 3.76117
0.4375 3.68343
0.441406 3.40665
0.445312 3.35412
0.449219 3.44611 3.44611
0.453125 3.53072
0.457031 3.7824
0.460938 4.03416
0.464844 3.99566 3.99566
0.46875 3.79333
0.472656 3.95965
0.476562 3.66328
0.480469 3.92171 3.92171
0.484375 4.31851
0.488281 3.98276
0.492188 3.92666
0.496094 3.86012 3.86012
0.5 4.30934
0.503906 4.37193
0.507812 3.87982
0.511719 4.08646 4.08646
0.515625 4.52165
0.519531 4.36233
0.523438 4.71108
0.527344 4.55405 4.55405
0.53125 4.37033
0.535156 4.56602
0.539062 4.59971
0.542969 4.47297 4.47297
0.546875 4.24024
0.550781 4.52802
0.554688 4.31483
0.558594 4.6308 4.6308
0.5625 4.93043
0.566406 4.47917
0.570312 4.27288
0.574219 4.47999 4.47999
0.578125 4.54661
0.582031 4.11341
0.585938 4.41608
0.589844 4.6762 4.6762
0.59375 4.51276
0.597656 4.45232
0.601562 4.31843
0.605469 4.50988 4.50988
0.609375 4.76382
0.613281 4.93781
0.617188 4.71171
0.621094 4.81094 4.81094
0.625 4.66656
0.628906 4.27917
0.632812 4.8222
0.636719 4.53374 4.53374
0.640625 4.71915
0.644531 4.57354
0.648438 4.55586
0.652344 4.64245 4.64245
0.65625 4.57533
0.660156 4.7649
0.664062 4.90219
0.667969 4.85655 4.85655
0.671875 4.99
0.675781 5.03408
0.679688 4.75063
0.683594 5.10735 5.10735
0.6875 4.69958
0.691406 4.48232
0.695312 4.01322
0.699219 4.17644 4.17644
0.703125 4.14778
0.707031 4.56179
0.710938 4.94381
0.714844 4.45956 4.45956
0.71875 4.51403
0.722656 5.121
0.726562 4.70848
0.730469 4.44005 4.44005
0.734375 3.99637
0.738281 4.51933
0.742188 3.97345
0.746094 4.2471 4.2471
0.75 4.64244
0.753906 4.60725
0.757812 4.90459
0.761719 5.06685 5.06685
0.765625 5.37927
0.769531 5.51809
0.773438 5.31861
0.777344 5.18169 5.18169
0.78125 4.87758
0.785156 5.00851
0.789062 4.86825
0.792969 4.59597 4.59597
0.796875 4.27409
0.800781 4.43433
0.804688 4.70793
0.808594 4.6065 4.6065
0.8125 4.92511
0.816406 5.27541
0.820312 5.22359
0.824219 4.42388 4.42388
0.828125 4.23765
0.832031 4.44657
0.835938 4.22992
0.839844 4.19452 4.19452
0.84375 4.85096
0.847656 4.46177
0.851562 4.43474
0.855469 4.34303 4.34303
0.859375 4.85942
0.863281 5.45354
0.867188 4.76066
0.871094 4.74318 4.74318
0.875 4.14819
0.878906 4.37903
0.882812 4.45896
0.886719 4.91472 4.91472
0.890625 5.15081
0.894531 5.32791
0.898438 4.99266
0.902344 5.35379 5.35379
0.90625 5.63153
0.910156 5.2606
0.914062 5.21873
0.917969 4.96697 4.96697
0.921875 4.93434
0.925781 5.19397
0.929688 5.57885
0.933594 5.8846 5.8846
0.9375 5.61218
0.941406 5.07661
0.945312 4.78948
0.949219 5.1037 5.1037
0.953125 5.45661
0.957031 5.45527
0.960938 5.8838
0.964844 6.16782 6.16782
0.96875 6.89628
0.972656 6.84044
0.976562 7.02564
0.980469 6.98839 6.98839
0.984375 7.05552
0.988281 7.74579
0.992188 8.55605
0.996094 7.71192 7.71192
