1 1.00046 1.99506 0.967782 1.92992
2 0.970162 1.92883 0.990774 1.97003
3 0.993882 1.97039 0.970849 1.92483
4 0.974656 1.92658 0.988924 1.95503
5 0.993581 1.95846 1.00336 1.97788
6 1.00894 1.98314 0.991045 1.94805
7 0.997464 1.95494 0.919979 1.80323
8 0.924212 1.80583 0.923452 1.80493
9 0.928591 1.8093 0.944309 1.84052
10 0.950231 1.84639 0.929243 1.80609
11 0.93587 1.81334 0.922682 1.78835
12 0.930147 1.79721 0.96204 1.85948
13 0.969902 1.86906 0.922002 1.77718
14 0.929615 1.78629 0.938702 1.80441
15 0.947204 1.8152 0.880247 1.68743
16 0.887222 1.6953 0.829899 1.58659
17 0.835826 1.5925 0.805924 1.5366
18 0.812134 1.54307 0.836414 1.59044
19 0.843079 1.59773 0.838131 1.58944
20 0.845624 1.59828 0.846373 1.60079
21 0.85472 1.61122 0.910565 1.71764
22 0.918032 1.72631 0.945153 1.77818
23 0.953148 1.7878 0.980134 1.83914
24 0.988712 1.84982 0.939603 1.75848
25 0.947917 1.76866 0.900571 1.68105
26 0.908618 1.69074 0.897941 1.6718
27 0.906842 1.68307 0.909376 1.68872
28 0.919197 1.70167 0.960113 1.77837
29 0.969994 1.79135 0.987376 1.82419
30 0.998095 1.83868 0.997698 1.83858
31 1.00944 1.85492 0.991361 1.82227
32 1.00399 1.84021 0.951239 1.74412
33 0.963489 1.76135 0.935496 1.71096
34 0.948344 1.72926 0.946745 1.72721
35 0.9606 1.7473 0.960872 1.74863
36 0.97576 1.77054 1.01302 1.83897
37 1.02827 1.86146 0.999818 1.81054
38 1.01579 1.83428 0.921572 1.66476
39 0.933993 1.6821 0.946772 1.70611
40 0.960096 1.72501 0.963836 1.73264
41 0.978178 1.75333 0.954368 1.71148
42 0.96947 1.73349 0.991935 1.77457
43 1.00784 1.79794 0.949706 1.69495
44 0.964974 1.71717 0.946533 1.68526
45 0.96268 1.709 1.00869 1.79167
46 1.02484 1.81532 0.986246 1.74767
47 1.00278 1.77195 1.00054 1.76884
48 1.01818 1.79502 0.996997 1.75844
49 1.01556 1.78619 1.03119 1.81452
50 1.05079 1.84401 1.09461 1.92164
51 1.11453 1.95159 1.20977 2.11892
52 1.2271 2.14422 1.24653 2.17829
53 1.26502 2.20557 1.23885 2.15991
54 1.25844 2.18904 1.24412 2.16416
55 1.265 2.19548 1.2954 2.24826
56 1.31733 2.28133 1.35828 2.35206
57 1.38104 2.38652 1.30646 2.25725
58 1.32868 2.29067 1.31414 2.26543
59 1.33775 2.3012 1.20263 2.06859
60 1.22044 2.09428 1.0971 1.88288
61 1.10953 1.89932 1.19618 2.0484
62 1.20654 2.06121 1.19494 2.04178
63 1.20646 2.05655 1.15144 1.96316
64 1.16291 1.97781 1.15695 1.96826
65 1.16959 1.98487 1.18717 2.01528
66 1.20088 2.03368 1.23809 2.0972
67 1.25248 2.1167 1.26343 2.13552
68 1.27907 2.1571 1.2218 2.06073
69 1.23746 2.08231 1.15018 1.93581
70 1.16392 1.95413 1.26479 2.12419
71 1.27561 2.13751 1.3232 2.2176
72 1.33444 2.23159 1.39717 2.33665
73 1.40832 2.35047 1.35256 2.25731
74 1.36399 2.27157 1.39156 2.31756
75 1.40409 2.33362 1.42415 2.36692
76 1.43796 2.38508 1.48004 2.45472
77 1.49471 2.47429 1.42827 2.364
78 1.44295 2.38353 1.3697 2.26242
79 1.38394 2.28118 1.38 2.27479
80 1.39565 2.29585 1.47663 2.42914
81 1.49147 2.44881 1.43362 2.35363
82 1.44883 2.37388 1.50904 2.47246
83 1.52453 2.49313 1.42102 2.32358
84 1.43438 2.34073 1.4997 2.44736
85 1.51308 2.4645 1.51508 2.46755
86 1.53 2.48716 1.61174 2.61978
87 1.62611 2.63849 1.53274 2.48647
88 1.54596 2.50327 1.5345 2.48446
89 1.54925 2.50368 1.56958 2.5363
90 1.58577 2.55783 1.49995 2.41908
91 1.51536 2.43931 1.45102 2.33563
92 1.46657 2.35606 1.53122 2.45999
93 1.54691 2.48058 1.60833 2.57893
94 1.62442 2.60013 1.7037 2.72664
95 1.71957 2.74749 1.68316 2.68865
96 1.70039 2.71162 1.68629 2.68855
97 1.70521 2.71418 1.63632 2.60397
98 1.65558 2.63007 1.69012 2.68454
99 1.71075 2.71279 1.72205 2.73014
100 1.74442 2.76113 1.91043 3.02317
101 1.92722 3.04534 2.00761 3.17107
102 2.02472 3.19377 2.05049 3.23284
103 2.06949 3.2585 2.06498 3.24972
104 2.08608 3.27865 2.05943 3.23506
105 2.0825 3.26703 2.1967 3.44441
106 2.21891 3.47509 2.2757 3.56182
107 2.29947 3.59496 2.40981 3.76493
108 2.43339 3.79784 2.48285 3.87207
109 2.50841 3.90811 2.70489 4.21081
110 2.72572 4.23969 2.66344 4.1389
111 2.6863 4.1708 2.53247 3.92839
112 2.55346 3.95716 2.58492 4.00268
113 2.6083 4.03516 2.582 3.99113
114 2.6079 4.02744 2.52321 3.89342
115 2.55038 3.93155 2.44212 3.76173
116 2.46956 3.80011 2.45131 3.76933
117 2.48124 3.81149 2.28525 3.50793
118 2.30962 3.54127 2.29492 3.5167
119 2.32162 3.55357 2.32964 3.56379
120 2.35875 3.60431 2.47734 3.78327
121 2.50605 3.82324 2.61196 3.98208
122 2.6411 4.02279 2.48725 3.78554
123 2.51447 3.8231 2.46838 3.7505
124 2.49778 3.79128 2.44072 3.70224
125 2.47206 3.74589 2.24388 3.39797
126 2.2666 3.4283 2.20157 3.32836
127 2.22567 3.36069 2.13393 3.22077
128 2.15839 3.25354 2.20665 3.32502
129 2.23282 3.36037 2.07109 3.11564
130 2.09344 3.14508 1.9219 2.88648
131 1.93897 2.90788 1.96652 2.94868
132 1.98536 2.97272 1.91548 2.8675
133 1.93509 2.89263 1.98345 2.96445
134 2.00445 2.99164 1.96265 2.92865
135 1.98528 2.95822 1.97862 2.94776
136 2.0033 2.98035 2.14979 3.19765
137 2.17147 3.22578 2.02337 3.00484
138 2.04198 3.02831 2.03055 3.01073
139 2.05121 3.0372 2.15577 3.19136
140 2.17595 3.21714 2.20437 3.25821
141 2.22659 3.28697 2.33536 3.44642
142 2.35728 3.47477 2.51929 3.71208
143 2.53829 3.73619 2.52562 3.71565
144 2.54714 3.74343 2.48723 3.65352
145 2.51061 3.68397 2.30707 3.38369
146 2.32429 3.40492 2.67638 3.91934
147 2.67168 3.90862 2.60257 3.80546
148 2.59957 3.79718 2.32708 3.39747
149 2.31125 3.37027 2.42402 3.53366
150 2.40784 3.50603 2.40769 3.50458
151 2.39391 3.48048 2.3724 3.44805
152 2.3609 3.42728 2.34696 3.40599
153 2.33775 3.38857 2.35114 3.40699
154 2.34419 3.39288 2.46348 3.5645
155 2.45589 3.54953 2.38687 3.44856
156 2.38069 3.43562 2.31848 3.34485
157 2.31381 3.33407 2.30102 3.31481
158 2.29857 3.30725 2.26891 3.2638
159 2.26851 3.25919 2.24658 3.227
160 2.24829 3.22543 2.18363 3.13206
161 2.18658 3.13225 2.09139 2.99544
162 2.09434 2.99563 2.14229 3.06397
163 2.14675 3.06631 2.21272 3.16019
164 2.21828 3.16412 1.98563 2.83183
165 1.98023 2.82008 1.90919 2.71899
166 1.90443 2.70816 1.93843 2.75673
167 1.93522 2.74815 1.77159 2.51594
168 1.76294 2.49966 1.74461 2.47417
169 1.73761 2.46025 1.78116 2.5225
170 1.77532 2.51025 1.6923 2.39333
171 1.6862 2.38076 1.60945 2.27303
172 1.6032 2.2603 1.59424 2.24846
173 1.58954 2.23795 1.70715 2.40441
174 1.69985 2.39021 1.72068 2.42018
